SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
426,"2. Category 2: Remunerated employment, office, profession etc",2,Member,"Councillor - Rhondda Cynon Taf CountyBorough Council, Pontypridd town ward(S.O. 4.3 - Band 2 - Between 5 and 20 hoursa week). (Ceased on 9 May 2022)"
426,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Deputy Chief Executive, Plaid Cymru(ceased on 30 June 2025)"
426,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Part-time organiser, Plaid Cymru"
426,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Part-time officer, Welsh Local GovernmentAssociation"
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,"Hospitality and ticket offered by FAW forCymru v Estonia game. Meeting with FAW
President and CEO prior to the game on08/09/2021. Myself and a staff member attended."
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Also hospitality and ticket offered by FAW for Cymru v Kazakhstan game on 17/9/2021.Myself and a staff member attended.
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Ticket and hospitality from S4C Wales v France rugby match on 11 March 2022
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets and hospitality from Welsh National Opera for Don Giovanni on 17March 2022
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Hospitality and ticket by FAW for Cymru v Ukraine game on 5 June 2022.
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets and hospitality by FAW for Cymru v Belgium game on 11 June 2022.
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,"Ticket to the Wales v. England rugby match with ITV, and a meal before the game."
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,"Two tickets to attend the Chepstow horseraces as Plaid Cymru's sports spokesman on 12 July 2024, from the British Horseracing Association. This also included a food voucher for two."
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets and hospitality from the Football Association of Wales for the Wales v Ireland match on 29 November 2024
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,"A ticket to the CBI dinner at Sophia Gardens, 28 November 2024"
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets and hospitality for the Wales v Japan rugby match at the Principality Stadium with S4C on 15 November
426,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets from Welsh National Theater to see Playing Burton at Cardiff National Museum on 21 November 2025
426,5. Category 5: Remuneration or other material benefit,5,Member,Payment of £35 by Barn magazine for writing an article for the Marchedition.
426,5. Category 5: Remuneration or other material benefit,5,Member,Payment of £10.50 towards travel costs for the Hawl i Holi programme in Barry at thebeginning of March.
426,5. Category 5: Remuneration or other material benefit,5,Member,"Payment of £60 from S4C for appearing on Pawb a’i Farn on 14 December 2023,
received on 19 January 2024."
426,5. Category 5: Remuneration or other material benefit,5,Member,"Donation of £50 for speaking at Cardiff Women's Lunch Club on 8 February 2024,shared between Pontypridd Food Bank and the Rhondda Cynon Taf National Eisteddfod fund."
426,5. Category 5: Remuneration or other material benefit,5,Member,£200 one-off payment received from Gwasg Carreg Gwalch (book publisher which receives funding from the Books Council of Wales) for writing a chapter in a memorial volume for the Member’s father which is being published in October 2025.
426,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Artis Community Board (ceased)
426,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Town Councillor - Pontypridd Town Council -since May 2022. It is an unpaid role.
426,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Llywodraethwraig - Corff Llywodraethu Ysgol Gynradd Gymraeg Evan James (wedi dod i ben)
426,11. Record of membership of societies,11,NA,Member of the Rhondda Tunnel Society
426,11. Record of membership of societies,11,NA,Member of Cymdeithas yr Iaith
426,11. Record of membership of societies,11,NA,Member of National Eisteddfod court
426,11. Record of membership of societies,11,NA,Member of the Welsh History Forum
