SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
8734,"2. Category 2: Remunerated employment, office, profession etc",2,Member,Councillor - Conwy County Borough Council - (SO 4.3 - Band 2: Between 5 and 20 hours per week) (ceased on 5 May 2022)
8734,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,Member support staff for Darren Millar MS
8734,6. Category 6: Financial sponsorship,6,Candidate,2021 Senedd election expenses were met by the Welsh Conservative Party.
8734,8. Category 8: Land and property,8,Member and Spouse,Residential property in Abergele
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Councillor - Abergele Town Council (ceased on 5 May 2022)
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,"Local Education Authority (LEA) Representative - Emrys ap Iwan High School, Abergele (ceased on 5 May 2022)"
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee - Gwrych Castle Preservation Trust
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee - Abergele Men’s Shed
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Spouse,"School Governor - St George Controlled Primary School Primrose Hill, Abergele"
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,"Trustee - North Coast Church, Towyn"
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,"Trustee - Alive Church, Prestatyn"
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,"Trustee - Festival Church, Chester"
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee - Festival Church Charitable Incorporate Organisation.
8734,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Local Education Authority representative - St Brigid's School
8734,11. Record of membership of societies,11,NA,"Member - Member and Deputy Chairman, Welsh Conservative Party"
8734,12. Record of the employment of family members,12,Name: Tobias Millar,Capacity in which employed: Administrative assistant
8734,12. Record of the employment of family members,12,Family member of: Darren Millar MS,Date employment commenced: 25 July 2022
8734,12. Record of the employment of family members,12,Relationship to MS: Son,Hours contracted to work: 22.2 hours per week
