SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
5053,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,Employed as a Radiographer for Powys Local Health Board and Swansea Bay University Health Board
5053,"2. Category 2: Remunerated employment, office, profession etc",2,Member,Occasional survey work of no more than one hour once a month (SO 4.3 - Band 1 - Less than 5 hours per week) (ceased)
5053,6. Category 6: Financial sponsorship,6,Member,"All 2021 Senedd election expenses met by Ogmore Constituency Labour Party, with donations from GMB, Unite Wales, Co-operative Party, J Joshi, R Joshi and S Joshi and individual party members and supporters"
5053,8. Category 8: Land and property,8,Member and Spouse,Joint ownership of a residential property in the Swansea area from which rental income is derived
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of SERA Executive - Labour's Environmental Campaign organisation (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron – Brynawel Rehab
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,President - Ogmore Valley Silver Band
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,President - Garw Valley Ladies Choir
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,President - Ogmore Valley Male Voice Choir
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President - Maesteg Amateur Operatic Society
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Joint membership - Friends of Côr Bro Ogwr
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President - Y BONT
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Maesteg RFC
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Maesteg Gleemen MVC
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary Member - Ogmore Valley Community Regeneration Association (OVCRA)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President - Ramblers Cymru (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,President - Cor Meibion Maesteg a'r Cylch
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Mid Glamorgan Mixed Choir
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Bevan Foundation
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary associate - British Veterinary Association
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - UK Friends Bereaved Families Forum
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President - Nantymoel Boys and Girls Club
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Chair - Co-operative Assembly Group (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee - Caerau Men's Shed (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Chair - Strategic Forum on Regional Investment in Wales (SFRIW) (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Caeau Men's Shed
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Chair - Review of National Coastal Path Group (ceased)
5053,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Community Furniture Aid
5053,11. Record of membership of societies,11,NA,Member - Co-operative Party
5053,11. Record of membership of societies,11,NA,Member - Fabians
5053,11. Record of membership of societies,11,NA,Member - GMB
5053,11. Record of membership of societies,11,NA,Honorary Member - Maesteg Rotary Club
5053,11. Record of membership of societies,11,NA,Member - UNITE
5053,11. Record of membership of societies,11,NA,Member - SERA
