SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
4988,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,Spouse is employed by Dawn Bowden MS as a senior advisor.
4988,6. Category 6: Financial sponsorship,6,Member,Expenses for 2021 Senedd election paid for by Merthyr Tydfil and Rhymney Constituency Labour Party.
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary President - Treharris Phoenix RFC
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Unison Public Services Union
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Fan Owner - Merthyr Town Foodball Club (£20 per year)
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice-president - Merthyr Tydfil Angling Society
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Merthyr Tydfil and District Osteoporosis Support Group
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Season Ticket Holder - Merthyr Tydfil Foodtball Club
4988,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice-president - Ynysowen Male Voice Choir
4988,11. Record of membership of societies,11,NA,Member - Patron of St David’s Baby Bank (Merthyr Tydfil Ministry Area).
4988,12. Record of the employment of family members,12,Name: Martin Eaglestone,Capacity in which employed: Senior Adviser
4988,12. Record of the employment of family members,12,Family member of: Dawn Bowden MS,Date employment commenced: 11 September 2017
4988,12. Record of the employment of family members,12,Relationship to MS: Spouse,Hours contracted to work: 22 hours
