SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
513,"2. Category 2: Remunerated employment, office, profession etc",2,Partner,Member of the Senedd for Cynon Valley.
513,6. Category 6: Financial sponsorship,6,Candidate,"£1,000 contribution from Unison to 2021 election expenses."
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Fellow of the Higher Education Academy
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Academic Associate of the Chartered Institute of Personnel and Development (CIPD)
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of Gilfach Workmen’s Club
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of Trinity Fields School and Resource Centre Governing Body
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of Heolddu Comprehensive School Governing Body
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of Bevan Foundation
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of Institute of Welsh Affairs
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member of the University and Colleges Union (UCU)
513,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Unison
