SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
157,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,Employed by Mark Isherwood MS as a Constituency Assistant (5 hours per week)
157,6. Category 6: Financial sponsorship,6,Member,2021 election expenses met by the Member or the Welsh Conservative Party
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President – North Wales Disability Resources Centre
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron – British Association of Social Workers
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Ambassador – Clwyd Girl Guides
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President – North Wales Play
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice Patron – RORO sailing project
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member – Glyndŵr University Court
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member – North Wales Wildlife Trust
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron – Centre of Sign-Sight-Sound (previously North Wales Deaf Association)
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,President - Networking for World Awareness of Multicultural Integration (NWAMI)
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President – Boys and Girls Clubs for Wales
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee – FNF Both Parents Matter Cymru
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron – FDF Centre for Independent Living
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - Policy Forum for Wales
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Buddies Autism Club
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Conwy Citizens Advice Bureau
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary Member - Wrexham-Bidston Rail Users Association
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary Associate Member – British Veterinary Association
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Ambassador - National Trading Standards Scams Team
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Subscriber - Bevan Foundation
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Institute of Welsh Affairs
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Honorary Member - Flint and Holywell Rotary Club
157,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron - British Polio Fellowship
157,11. Record of membership of societies,11,NA,Member - North Wales Business Club
157,11. Record of membership of societies,11,NA,Member - North East Wales Heritage Forum
157,11. Record of membership of societies,11,NA,Member - Senedd Representative - Commonwealth Parliamentarians with Disabilities network
157,12. Record of the employment of family members,12,Name: Hilary Isherwood,Capacity in which employed: Constituency Caseworker
157,12. Record of the employment of family members,12,Family member of: Mark Isherwood MS,Date employment commenced: 2 May 2003
157,12. Record of the employment of family members,12,Relationship to MS: Wife,Hours contracted to work: 5 hours per week
