SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"University Lecturer, Swansea University (in receipt of sponsorship from the Higher Education Council for Wales)"
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,External Examiner (in receipt of sponsorship from the Higher Education Council for Wales)
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Commentator on cultural issues, various broadcasting companies"
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Commentator on cultural issues, various journals (in receipt of sponsorship through the Books Council)"
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,"Author, University of Wales Press"
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Spouse,Musician (sponsored by the Arts Council)
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Member,Completed survey for Ipsos Mori. Donated all of the money paid (£90) directly to the account of the Plaid Cymru Neath branch.
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Member,"Completed Britain Thinks survey on higher education. The £50 fee was donated to charity,"
8670,"2. Category 2: Remunerated employment, office, profession etc",2,Member,"Completed Savanta survey on the Member's work as an MS on 23 March 2023, giving all the money (£100) to Neath Plaid Cymru."
8670,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Ticket and hospitality for the Wales v Scotland rugby match on 12 February 2022 from ITV Wales.
8670,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member and spouse,Hospitality (food and drink) and two tickets for the Women's Six Nations Wales v Ireland rugby match on 25 March 2023 from the Welsh Rugby Union.
8670,"4. Category 4: Gifts, hospitality, material benefit or advantage",4,Member,Two tickets and hospitality (meal and drinks) for the Member and her 17-year-old son for the Cardiff v. Osprey Judgement Day rugby match at the Principality Stadium on 22 April 2023 from BT.
8670,6. Category 6: Financial sponsorship,6,Candidate,All 2021 election costs paid by Plaid Cymru
8670,8. Category 8: Land and property,8,Member,"Part ownership of a residential property in Caerphilly, which is used by a family member."
8670,9. Category 9: Shareholdings,9,Member,"Shares in Awel Co-op and Egni Co-op, renewable energy companies"
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Deacon– Soar Church Pontardawe
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Neath Port Talbot Menter Iaith (ceased)
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Saunders Lewis Trust
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Friends of Pontardawe Arts Centre
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Papur Bro Llais Editiorial Board
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Spouse,Member - English-medium grants panel for the Welsh Books Council
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Spouse,Town councillor – Pontardawe Town Council (ceased in May 2022)
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Spouse,Fellow - The Welsh Academy
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member - Celtic Credit Union
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Subscriber - Bevan Foundation
8670,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,"Trustee - Pantry Food Bank, Pontardawe"
8670,11. Record of membership of societies,11,NA,The Learned Society of Wales
8670,11. Record of membership of societies,11,NA,Member - CND
